incident_id,timestamp,service,region,severity,metric_type,metric_value,description,action_taken,resolution_time_minutes
I00274,12-01-2026 09:00,Auth,West,Low,Throughput,155.09,Auto generated incident log,Scaled up instances,76
I00275,12-01-2026 10:00,Search,West,Low,Latency,485.59,Auto generated incident log,Optimized queries,39
I00276,12-01-2026 11:00,Search,East,Low,Throughput,826.76,Auto generated incident log,Optimized queries,90
I00277,12-01-2026 12:00,Auth,North,Medium,CPU,559.91,Auto generated incident log,Restarted service,69
I00278,12-01-2026 13:00,Orders,East,Low,Throughput,457.45,Auto generated incident log,Restarted service,66
I00279,12-01-2026 14:00,Payment,West,Critical,CPU,266.01,Auto generated incident log,Optimized queries,16
I00280,12-01-2026 15:00,Orders,West,Low,Memory,96.44,Auto generated incident log,Optimized queries,9
I00281,12-01-2026 16:00,Billing,West,High,Latency,131,Auto generated incident log,Optimized queries,98
I00282,12-01-2026 17:00,Payment,North,Medium,Latency,335.78,Auto generated incident log,Increased cache,49
I00283,12-01-2026 18:00,Orders,West,High,ErrorRate,244.76,Auto generated incident log,Increased cache,109
I00284,12-01-2026 19:00,Billing,North,Low,CPU,455.86,Auto generated incident log,Restarted service,58
I00285,12-01-2026 20:00,Search,West,Low,CPU,596.61,Auto generated incident log,Increased cache,39
I00286,12-01-2026 21:00,Billing,North,Medium,Throughput,551.87,Auto generated incident log,Restarted service,57
I00287,12-01-2026 22:00,Search,West,Low,ErrorRate,43.17,Auto generated incident log,Rolled back deployment,50
I00288,12-01-2026 23:00,Payment,West,Medium,Latency,228.48,Auto generated incident log,Rolled back deployment,119
I00289,13-01-2026 00:00,Billing,South,Low,Throughput,153.57,Auto generated incident log,Restarted service,49
I00290,13-01-2026 01:00,Orders,North,Medium,CPU,881.14,Auto generated incident log,Rolled back deployment,43
I00291,13-01-2026 02:00,Orders,East,Critical,Memory,595.28,Auto generated incident log,Optimized queries,90
I00292,13-01-2026 03:00,Billing,North,Low,Memory,739.3,Auto generated incident log,Optimized queries,61
I00293,13-01-2026 04:00,Auth,South,High,Latency,756.64,Auto generated incident log,Increased cache,97
I00294,13-01-2026 05:00,Orders,East,High,ErrorRate,411.12,Auto generated incident log,Rolled back deployment,46
I00295,13-01-2026 06:00,Auth,North,Low,Latency,179.85,Auto generated incident log,Scaled up instances,21
I00296,13-01-2026 07:00,Auth,West,Medium,Memory,372.06,Auto generated incident log,Rolled back deployment,104
I00297,13-01-2026 08:00,Auth,West,Low,Latency,279.96,Auto generated incident log,Restarted service,48
I00298,13-01-2026 09:00,Payment,South,Medium,Throughput,30.19,Auto generated incident log,Restarted service,107
I00299,13-01-2026 10:00,Billing,South,Low,CPU,81.89,Auto generated incident log,Rolled back deployment,112
I00300,13-01-2026 11:00,Billing,South,Medium,CPU,107.32,Auto generated incident log,Restarted service,107
I00301,13-01-2026 12:00,Orders,North,High,CPU,83.88,Auto generated incident log,Scaled up instances,102
I00302,13-01-2026 13:00,Orders,West,Medium,ErrorRate,375.99,Auto generated incident log,Rolled back deployment,75
I00303,13-01-2026 14:00,Search,South,Medium,Latency,981.32,Auto generated incident log,Rolled back deployment,15
I00304,13-01-2026 15:00,Auth,West,High,Latency,791.94,Auto generated incident log,Restarted service,91
I00305,13-01-2026 16:00,Billing,South,Critical,ErrorRate,23.56,Auto generated incident log,Scaled up instances,34
I00306,13-01-2026 17:00,Payment,North,Critical,ErrorRate,771.46,Auto generated incident log,Increased cache,42
I00307,13-01-2026 18:00,Payment,West,High,CPU,776.32,Auto generated incident log,Optimized queries,6
I00308,13-01-2026 19:00,Search,West,Low,ErrorRate,439,Auto generated incident log,Scaled up instances,91
I00309,13-01-2026 20:00,Orders,West,Medium,CPU,225.11,Auto generated incident log,Rolled back deployment,40
I00310,13-01-2026 21:00,Billing,North,Low,CPU,504.74,Auto generated incident log,Increased cache,77
I00311,13-01-2026 22:00,Auth,East,Low,Throughput,301.91,Auto generated incident log,Rolled back deployment,10
I00312,13-01-2026 23:00,Search,North,Low,Throughput,514.26,Auto generated incident log,Restarted service,52
I00313,14-01-2026 00:00,Auth,North,Low,ErrorRate,334.53,Auto generated incident log,Restarted service,50
I00314,14-01-2026 01:00,Auth,South,High,ErrorRate,99.82,Auto generated incident log,Rolled back deployment,23
I00315,14-01-2026 02:00,Orders,South,Low,Memory,683,Auto generated incident log,Rolled back deployment,80
I00316,14-01-2026 03:00,Billing,East,Low,Latency,516.4,Auto generated incident log,Increased cache,43
I00317,14-01-2026 04:00,Payment,North,Low,CPU,35.64,Auto generated incident log,Rolled back deployment,71
I00318,14-01-2026 05:00,Search,South,Medium,Latency,117.15,Auto generated incident log,Rolled back deployment,8
I00319,14-01-2026 06:00,Payment,East,Medium,ErrorRate,107.97,Auto generated incident log,Restarted service,67
I00320,14-01-2026 07:00,Billing,East,High,Memory,490.26,Auto generated incident log,Scaled up instances,100
I00321,14-01-2026 08:00,Orders,East,Medium,Latency,594.57,Auto generated incident log,Restarted service,5
I00322,14-01-2026 09:00,Search,East,High,Latency,604.05,Auto generated incident log,Restarted service,77
I00323,14-01-2026 10:00,Auth,South,Medium,ErrorRate,575.33,Auto generated incident log,Optimized queries,94
I00324,14-01-2026 11:00,Auth,West,Medium,Latency,339.56,Auto generated incident log,Restarted service,53
I00325,14-01-2026 12:00,Billing,North,High,Memory,19.63,Auto generated incident log,Optimized queries,40
I00326,14-01-2026 13:00,Billing,East,Low,CPU,74.44,Auto generated incident log,Increased cache,74
I00327,14-01-2026 14:00,Payment,South,Low,Memory,58.12,Auto generated incident log,Increased cache,5
I00328,14-01-2026 15:00,Orders,East,Low,Throughput,924.38,Auto generated incident log,Scaled up instances,114
I00329,14-01-2026 16:00,Auth,South,Medium,ErrorRate,680.56,Auto generated incident log,Restarted service,108
I00330,14-01-2026 17:00,Search,East,High,Memory,875.46,Auto generated incident log,Restarted service,102
I00331,14-01-2026 18:00,Payment,North,Low,Memory,648.93,Auto generated incident log,Increased cache,109
I00332,14-01-2026 19:00,Auth,North,Medium,Latency,615.45,Auto generated incident log,Rolled back deployment,110
I00333,14-01-2026 20:00,Payment,South,High,Throughput,53.1,Auto generated incident log,Scaled up instances,91
I00334,14-01-2026 21:00,Orders,North,High,Throughput,842.99,Auto generated incident log,Increased cache,68
I00335,14-01-2026 22:00,Orders,North,Medium,ErrorRate,777.02,Auto generated incident log,Rolled back deployment,115
I00336,14-01-2026 23:00,Billing,South,High,ErrorRate,815.26,Auto generated incident log,Rolled back deployment,99
I00337,15-01-2026 00:00,Search,West,Medium,Latency,294.79,Auto generated incident log,Scaled up instances,47
I00338,15-01-2026 01:00,Orders,West,Low,ErrorRate,914.7,Auto generated incident log,Restarted service,119
I00339,15-01-2026 02:00,Orders,South,Critical,ErrorRate,773.27,Auto generated incident log,Scaled up instances,33
I00340,15-01-2026 03:00,Orders,North,Critical,CPU,879.1,Auto generated incident log,Scaled up instances,22
I00341,15-01-2026 04:00,Payment,South,Low,ErrorRate,741.13,Auto generated incident log,Increased cache,93
I00342,15-01-2026 05:00,Orders,West,Medium,ErrorRate,183.45,Auto generated incident log,Scaled up instances,35
I00343,15-01-2026 06:00,Payment,North,Medium,ErrorRate,100.77,Auto generated incident log,Optimized queries,32
I00344,15-01-2026 07:00,Billing,West,Medium,Memory,602.45,Auto generated incident log,Optimized queries,76
I00345,15-01-2026 08:00,Auth,North,Low,Throughput,35.63,Auto generated incident log,Scaled up instances,7
I00346,15-01-2026 09:00,Payment,West,Critical,CPU,104.17,Auto generated incident log,Restarted service,21
I00347,15-01-2026 10:00,Orders,East,Medium,CPU,978.93,Auto generated incident log,Optimized queries,49
I00348,15-01-2026 11:00,Search,West,Low,Memory,628.33,Auto generated incident log,Scaled up instances,118
I00349,15-01-2026 12:00,Payment,East,Medium,ErrorRate,623.6,Auto generated incident log,Scaled up instances,14
I00350,15-01-2026 13:00,Billing,West,Low,ErrorRate,765.32,Auto generated incident log,Increased cache,95
I00351,15-01-2026 14:00,Search,West,Low,Latency,759.02,Auto generated incident log,Restarted service,50
I00352,15-01-2026 15:00,Search,West,Low,Latency,916.83,Auto generated incident log,Restarted service,115
I00353,15-01-2026 16:00,Search,East,Low,Latency,818.3,Auto generated incident log,Optimized queries,10
I00354,15-01-2026 17:00,Payment,West,Low,CPU,894.64,Auto generated incident log,Scaled up instances,32
I00355,15-01-2026 18:00,Search,South,Medium,CPU,216.18,Auto generated incident log,Optimized queries,118
I00356,15-01-2026 19:00,Auth,North,Critical,Latency,12.1,Auto generated incident log,Rolled back deployment,100
I00357,15-01-2026 20:00,Orders,North,High,Latency,157.63,Auto generated incident log,Scaled up instances,43
I00358,15-01-2026 21:00,Payment,South,Low,ErrorRate,154.83,Auto generated incident log,Rolled back deployment,102
I00359,15-01-2026 22:00,Auth,South,High,Throughput,592.12,Auto generated incident log,Restarted service,76
I00360,15-01-2026 23:00,Billing,South,Low,CPU,81.27,Auto generated incident log,Restarted service,82
I00361,16-01-2026 00:00,Orders,North,Low,Latency,588.75,Auto generated incident log,Increased cache,10
I00362,16-01-2026 01:00,Search,North,Low,CPU,849.06,Auto generated incident log,Increased cache,20
I00363,16-01-2026 02:00,Billing,West,Medium,Throughput,219.68,Auto generated incident log,Optimized queries,116
I00364,16-01-2026 03:00,Billing,West,Medium,ErrorRate,528.72,Auto generated incident log,Rolled back deployment,32
I00365,16-01-2026 04:00,Orders,North,Medium,ErrorRate,634.58,Auto generated incident log,Scaled up instances,87
I00366,16-01-2026 05:00,Auth,South,Low,CPU,234.56,Auto generated incident log,Optimized queries,86
I00367,16-01-2026 06:00,Orders,South,Low,Memory,944.58,Auto generated incident log,Scaled up instances,106
I00368,16-01-2026 07:00,Payment,North,Medium,Memory,83.09,Auto generated incident log,Optimized queries,53
I00369,16-01-2026 08:00,Search,North,High,Latency,141.18,Auto generated incident log,Increased cache,87
I00370,16-01-2026 09:00,Search,West,Low,Memory,79.27,Auto generated incident log,Scaled up instances,95
I00371,16-01-2026 10:00,Orders,East,High,Throughput,125.75,Auto generated incident log,Scaled up instances,90
I00372,16-01-2026 11:00,Payment,South,Medium,Throughput,642.9,Auto generated incident log,Increased cache,33
I00373,16-01-2026 12:00,Payment,East,Critical,ErrorRate,616.49,Auto generated incident log,Increased cache,110
I00374,16-01-2026 13:00,Payment,South,Low,ErrorRate,818.08,Auto generated incident log,Increased cache,49
I00375,16-01-2026 14:00,Payment,North,Low,Latency,369.9,Auto generated incident log,Scaled up instances,51
I00376,16-01-2026 15:00,Orders,North,Medium,CPU,845.04,Auto generated incident log,Optimized queries,93
I00377,16-01-2026 16:00,Billing,North,Medium,Memory,537.61,Auto generated incident log,Restarted service,119
I00378,16-01-2026 17:00,Payment,East,Low,CPU,766.68,Auto generated incident log,Increased cache,101
I00379,16-01-2026 18:00,Billing,North,Medium,CPU,438.94,Auto generated incident log,Optimized queries,88
I00380,16-01-2026 19:00,Auth,North,Medium,Memory,3.59,Auto generated incident log,Rolled back deployment,72
I00381,16-01-2026 20:00,Orders,East,Low,Latency,827.95,Auto generated incident log,Restarted service,64
I00382,16-01-2026 21:00,Auth,West,Medium,Memory,604.16,Auto generated incident log,Increased cache,115
I00383,16-01-2026 22:00,Orders,North,High,CPU,921.5,Auto generated incident log,Restarted service,31
I00384,16-01-2026 23:00,Billing,North,High,Memory,770,Auto generated incident log,Rolled back deployment,5
I00385,17-01-2026 00:00,Auth,North,Low,CPU,163.14,Auto generated incident log,Scaled up instances,49
I00386,17-01-2026 01:00,Search,West,Medium,Latency,801.05,Auto generated incident log,Rolled back deployment,43
I00387,17-01-2026 02:00,Auth,North,High,Memory,341.44,Auto generated incident log,Rolled back deployment,64
I00388,17-01-2026 03:00,Auth,West,Low,Memory,578.96,Auto generated incident log,Optimized queries,89
I00389,17-01-2026 04:00,Orders,North,Low,ErrorRate,838.3,Auto generated incident log,Rolled back deployment,49
I00390,17-01-2026 05:00,Billing,South,High,Latency,965.63,Auto generated incident log,Increased cache,45
I00391,17-01-2026 06:00,Auth,North,Low,CPU,739.82,Auto generated incident log,Scaled up instances,20
I00392,17-01-2026 07:00,Payment,North,High,Memory,166.17,Auto generated incident log,Scaled up instances,64
I00393,17-01-2026 08:00,Orders,South,Medium,ErrorRate,646.74,Auto generated incident log,Increased cache,7
I00394,17-01-2026 09:00,Auth,East,Low,CPU,625.56,Auto generated incident log,Rolled back deployment,105
I00395,17-01-2026 10:00,Orders,West,Low,Latency,908.19,Auto generated incident log,Scaled up instances,96
I00396,17-01-2026 11:00,Payment,West,Critical,Latency,750.37,Auto generated incident log,Rolled back deployment,19
I00397,17-01-2026 12:00,Payment,East,Medium,Latency,141.26,Auto generated incident log,Scaled up instances,60
I00398,17-01-2026 13:00,Search,East,Medium,Memory,634.32,Auto generated incident log,Restarted service,101
I00399,17-01-2026 14:00,Billing,North,Critical,Memory,114.53,Auto generated incident log,Rolled back deployment,15
I00400,17-01-2026 15:00,Auth,West,Medium,Throughput,452.6,Auto generated incident log,Restarted service,83
I00401,17-01-2026 16:00,Payment,South,Low,CPU,602.37,Auto generated incident log,Optimized queries,28
I00402,17-01-2026 17:00,Billing,North,Low,ErrorRate,45.14,Auto generated incident log,Optimized queries,56
I00403,17-01-2026 18:00,Payment,South,Low,Throughput,786.62,Auto generated incident log,Increased cache,107
I00404,17-01-2026 19:00,Search,West,Low,ErrorRate,95.56,Auto generated incident log,Increased cache,94
I00405,17-01-2026 20:00,Orders,East,Low,ErrorRate,528.62,Auto generated incident log,Optimized queries,96
I00406,17-01-2026 21:00,Billing,East,Low,Latency,281.83,Auto generated incident log,Restarted service,51
I00407,17-01-2026 22:00,Search,West,Low,CPU,721.47,Auto generated incident log,Scaled up instances,24
I00408,17-01-2026 23:00,Orders,South,Low,ErrorRate,663.64,Auto generated incident log,Optimized queries,39
I00409,18-01-2026 00:00,Billing,North,Medium,Throughput,180.49,Auto generated incident log,Rolled back deployment,64
I00410,18-01-2026 01:00,Orders,North,High,CPU,575.25,Auto generated incident log,Optimized queries,51
I00411,18-01-2026 02:00,Billing,West,Low,Throughput,262.42,Auto generated incident log,Restarted service,6
I00412,18-01-2026 03:00,Payment,East,Low,ErrorRate,153.87,Auto generated incident log,Restarted service,27
I00413,18-01-2026 04:00,Payment,North,High,Memory,932.74,Auto generated incident log,Increased cache,87
I00414,18-01-2026 05:00,Billing,North,High,Latency,702.7,Auto generated incident log,Scaled up instances,74
I00415,18-01-2026 06:00,Orders,North,Low,Latency,66.99,Auto generated incident log,Scaled up instances,15
I00416,18-01-2026 07:00,Orders,South,Medium,CPU,826.77,Auto generated incident log,Rolled back deployment,89
I00417,18-01-2026 08:00,Billing,North,Low,CPU,39.59,Auto generated incident log,Optimized queries,27
I00418,18-01-2026 09:00,Orders,North,Medium,Latency,408.42,Auto generated incident log,Rolled back deployment,55
I00419,18-01-2026 10:00,Search,East,High,ErrorRate,916.2,Auto generated incident log,Optimized queries,18
I00420,18-01-2026 11:00,Payment,East,Low,CPU,222.21,Auto generated incident log,Increased cache,60
I00421,18-01-2026 12:00,Payment,West,Low,Memory,684.3,Auto generated incident log,Restarted service,97
